timestamp,y_window,person
0 days 00:00:55.856000,-0.07236488657,13
0 days 00:00:55.857000,-0.09626488516999997,13
0 days 00:00:55.865000,-0.09443032816999997,13
0 days 00:00:55.885000,-0.10103032787,13
0 days 00:00:55.888000,-0.10793032747,13
0 days 00:00:55.915000,-0.10793032746999998,13
0 days 00:00:55.946000,-0.11783032707,13
0 days 00:00:55.952000,-0.12053032687,13
0 days 00:00:56.014000,-0.12903032687000002,13
0 days 00:00:56.036000,-0.12013032741,13
0 days 00:00:56.046000,-0.08833032751000001,13
0 days 00:00:56.079000,-0.05963032851,13
0 days 00:00:56.084000,-0.050330328509999994,13
0 days 00:00:56.086000,-0.05143032851,13
0 days 00:00:56.097000,-0.050623010260000004,13
0 days 00:00:56.110000,-0.060767668659999996,13
0 days 00:00:56.126000,-0.06576766846000001,13
0 days 00:00:56.127000,-0.06846766826,13
0 days 00:00:56.161000,-0.07836766826,13
0 days 00:00:56.248000,-0.08083325126,13
0 days 00:00:56.355000,-0.08223325119,13
0 days 00:00:56.356000,-0.07633325118999999,13
0 days 00:00:56.366000,-0.061733251189999984,13
0 days 00:00:56.369000,-0.042233251229999984,13
0 days 00:00:56.373000,-0.03353325123,13
0 days 00:00:56.380000,-0.037392474929999996,13
0 days 00:00:56.393000,-0.04009247483,13
0 days 00:00:56.393000,-0.03919247477,13
0 days 00:00:56.408000,-0.030792474769999995,13
0 days 00:00:56.414000,-0.031092474770000003,13
0 days 00:00:56.425000,-0.04739247377,13
0 days 00:00:56.430000,-0.06369247377000001,13
0 days 00:00:56.433000,-0.07728115727,13
0 days 00:00:56.439000,-0.09958115727,13
0 days 00:00:56.459000,-0.11128115727000001,13
0 days 00:00:56.461000,-0.10916986427,13
0 days 00:00:56.486000,-0.12536986407,13
0 days 00:00:56.486000,-0.14746986306999998,13
0 days 00:00:56.515000,-0.17116986287,13
0 days 00:00:56.546000,-0.16546986286999998,13
0 days 00:00:56.547000,-0.15596986287,13
0 days 00:00:56.606000,-0.14606986287,13
0 days 00:00:56.609000,-0.13283596027000005,13
0 days 00:00:56.610000,-0.11753596027000002,13
0 days 00:00:56.669000,-0.10693596027000002,13
0 days 00:00:56.671000,-0.09573596027000005,13
0 days 00:00:56.671000,-0.08683596027000004,13
0 days 00:00:56.671000,-0.08824295147000003,13
0 days 00:00:56.728000,-0.07934295187,13
0 days 00:00:56.731000,-0.06284295187000001,13
0 days 00:00:56.735000,-0.04464295187,13
0 days 00:00:56.789000,-0.03254295286999999,13
0 days 00:00:56.791000,-0.016742952869999998,13
0 days 00:00:56.792000,0.009457046129999995,13
0 days 00:00:56.817000,0.034757045029999996,13
0 days 00:00:56.847000,0.05415704502999999,13
0 days 00:00:56.847000,0.055357045029999996,13
0 days 00:00:56.877000,0.054705163030000004,13
0 days 00:00:56.883000,0.04526939002999999,13
0 days 00:00:56.909000,0.054769390030000004,13
0 days 00:00:56.914000,0.05556939022999999,13
0 days 00:00:56.938000,0.02716939023,13
0 days 00:00:56.999000,0.0047693912299999995,13
0 days 00:00:57.001000,-0.00023060776999999977,13
0 days 00:00:57.004000,0.002469391829999992,13
0 days 00:00:57.056000,0.007605023829999993,13
0 days 00:00:57.059000,-0.010094976130000006,13
0 days 00:00:57.059000,-0.04999497613,13
0 days 00:00:57.060000,-0.07229497563000001,13
0 days 00:00:57.116000,-0.08049497463,13
0 days 00:00:57.120000,-0.08630095963000001,13
0 days 00:00:57.120000,-0.10020095962999999,13
0 days 00:00:57.179000,-0.12380095943000001,13
0 days 00:00:57.179000,-0.13730095833,13
0 days 00:00:57.183000,-0.13910095833,13
0 days 00:00:57.238000,-0.11100095833000001,13
0 days 00:00:57.243000,-0.10050095833,13
0 days 00:00:57.244000,-0.09670095833000002,13
0 days 00:00:57.267000,-0.10027442113,13
0 days 00:00:57.297000,-0.08837442112999999,13
0 days 00:00:57.299000,-0.07097442133,13
0 days 00:00:57.301000,-0.030264718280000002,13
0 days 00:00:57.325000,-0.018264718479999997,13
0 days 00:00:57.328000,-0.001964718279999993,13
0 days 00:00:57.358000,0.009135280820000003,13
0 days 00:00:57.417000,0.013835280819999997,13
0 days 00:00:57.421000,-0.018764719280000005,13
0 days 00:00:57.426000,-0.056164719280000004,13
0 days 00:00:57.477000,-0.10336471928000002,13
0 days 00:00:57.478000,-0.12306471828,13
0 days 00:00:57.479000,-0.12796471828000003,13
0 days 00:00:57.479000,-0.12791533782000003,13
0 days 00:00:57.538000,-0.10441533782000004,13
0 days 00:00:57.539000,-0.07771533882,13
0 days 00:00:57.540000,-0.04201533882000003,13
0 days 00:00:57.598000,-0.028015338819999992,13
0 days 00:00:57.599000,-0.04141533788000004,13
0 days 00:00:57.600000,-0.06091533808000001,13
0 days 00:00:57.652000,-0.06860701458000003,13
0 days 00:00:57.657000,-0.07020701455000002,13
0 days 00:00:57.659000,-0.06430701455000003,13
0 days 00:00:57.660000,-0.03690701495000003,13
0 days 00:00:57.721000,-0.026326888650000022,13
0 days 00:00:57.722000,-0.01622688875000003,13
0 days 00:00:57.722000,0.0019731102499999788,13
0 days 00:00:57.781000,0.0018731102699999782,13
0 days 00:00:57.782000,-0.0013268895300000152,13
0 days 00:00:57.783000,0.003273110269999996,13
0 days 00:00:57.838000,0.008973110269999994,13
0 days 00:00:57.840000,-0.03852688968999999,13
0 days 00:00:57.841000,-0.05932688959,13
0 days 00:00:57.862000,-0.059648329989999985,13
0 days 00:00:57.896000,-0.07094832999000002,13
0 days 00:00:57.898000,-0.08074832998999999,13
0 days 00:00:57.900000,-0.06994832999,13
0 days 00:00:57.927000,-0.07200367059,13
0 days 00:00:57.955000,-0.08760367059000002,13
0 days 00:00:57.956000,-0.08620367069,13
0 days 00:00:57.986000,-0.06430367169000002,13
0 days 00:00:57.991000,-0.03763808869,13
0 days 00:00:58.015000,-0.0034380887199999986,13
0 days 00:00:58.047000,0.012561910279999984,13
0 days 00:00:58.055000,0.02566191027999999,13
0 days 00:00:58.074000,0.029307900819999993,13
0 days 00:00:58.106000,0.03200790082,13
0 days 00:00:58.107000,0.01790790071999999,13
0 days 00:00:58.110000,7.900619999992031e-06,13
0 days 00:00:58.137000,-0.024892099440000016,13
0 days 00:00:58.202000,-0.07749209943999999,13
0 days 00:00:58.204000,-0.10449209944,13
0 days 00:00:58.207000,-0.15099210044,13
0 days 00:00:58.247000,-0.13251646324,13
0 days 00:00:58.258000,-0.14851646223999995,13
0 days 00:00:58.260000,-0.10031646423999999,13
0 days 00:00:58.262000,-0.06031646423999998,13
0 days 00:00:58.287000,-0.03402775723999996,13
0 days 00:00:58.319000,0.011172242760000048,13
0 days 00:00:58.319000,0.02147224276000002,13
0 days 00:00:58.346000,0.04967224256000002,13
0 days 00:00:58.415000,0.08517224256000003,13
0 days 00:00:58.417000,0.09557224256000002,13
0 days 00:00:58.427000,0.07867224256000002,13
0 days 00:00:58.429000,0.06747224256,13
0 days 00:00:58.458000,0.05004766896000001,13
0 days 00:00:58.467000,0.02984766896,13
0 days 00:00:58.468000,0.012247668960000005,13
0 days 00:00:58.499000,-0.010152331039999973,13
0 days 00:00:58.499000,-0.012345339839999983,13
0 days 00:00:58.529000,-0.0015453394399999754,13
0 days 00:00:58.596000,-0.017545339439999984,13
0 days 00:00:58.598000,-0.04334533943999996,13
0 days 00:00:58.600000,-0.06094533843999998,13
0 days 00:00:58.605000,-0.07224533843999997,13
0 days 00:00:58.647000,-0.09084533743999998,13
0 days 00:00:58.647000,-0.10844533643999998,13
0 days 00:00:58.669000,-0.13473684944,13
0 days 00:00:58.678000,-0.15083684844,13
0 days 00:00:58.682000,-0.14793684844,13
0 days 00:00:58.707000,-0.14830107543999996,13
0 days 00:00:58.738000,-0.14710107541,13
0 days 00:00:58.740000,-0.13960107560999999,13
0 days 00:00:58.765000,-0.11170107561,13
0 days 00:00:58.827000,-0.08250107760999997,13
0 days 00:00:58.828000,-0.06600107861,13
0 days 00:00:58.830000,-0.052601078610000004,13
0 days 00:00:58.844000,-0.045684828210000014,13
0 days 00:00:58.888000,-0.03188482801000001,13
0 days 00:00:58.888000,0.006715171989999994,13
0 days 00:00:58.890000,0.01901517208999998,13
0 days 00:00:58.914000,0.02821517109000001,13
0 days 00:00:58.916000,0.040815171089999984,13
0 days 00:00:58.945000,0.06351517088999999,13
0 days 00:00:58.975000,0.07111517089,13
0 days 00:00:58.977000,0.03791516989000002,13
0 days 00:00:59.006000,-0.01218483011,13
0 days 00:00:59.037000,-0.058384830109999994,13
0 days 00:00:59.039000,-0.05208483050999999,13
0 days 00:00:59.054000,-0.054345410349999984,13
0 days 00:00:59.099000,-0.02827194954999999,13
0 days 00:00:59.105000,-0.010171949549999998,13
0 days 00:00:59.107000,-0.009871950549999982,13
0 days 00:00:59.161000,-0.042971950949999976,13
0 days 00:00:59.161000,-0.05117195097999999,13
0 days 00:00:59.167000,-0.06487195098,13
0 days 00:00:59.217000,-0.07487194997999999,13
0 days 00:00:59.218000,-0.08347194997999999,13
0 days 00:00:59.220000,-0.05227194997999999,13
0 days 00:00:59.246000,-0.01407194998,13
0 days 00:00:59.265000,0.03219657932,13
0 days 00:00:59.278000,0.05179657832,13
0 days 00:00:59.279000,0.05719657836,13
0 days 00:00:59.308000,0.060252248159999994,13
0 days 00:00:59.337000,0.041252248160000005,13
0 days 00:00:59.338000,0.016552249160000004,13
0 days 00:00:59.366000,-0.018347751039999995,13
0 days 00:00:59.398000,-0.03194775104,13
0 days 00:00:59.400000,-0.016447752039999982,13
0 days 00:00:59.427000,0.0066522479200000015,13
0 days 00:00:59.477000,0.008928235870000014,13
0 days 00:00:59.488000,0.01012823587000001,13
0 days 00:00:59.488000,0.0007282358700000207,13
0 days 00:00:59.491000,-0.023571764029999977,13
0 days 00:00:59.548000,-0.03737176402999998,13
0 days 00:00:59.549000,-0.04857176402999997,13
0 days 00:00:59.553000,-0.07347176302999997,13
0 days 00:00:59.581000,-0.07477176298999998,13
0 days 00:00:59.581000,-0.06707176318999998,13
0 days 00:00:59.606000,-0.06797176318999998,13
0 days 00:00:59.636000,-0.06967176318999996,13
0 days 00:00:59.638000,-0.01947176338999999,13
0 days 00:00:59.666000,-0.0003520533099999857,13
0 days 00:00:59.667000,0.0017693871500000118,13
0 days 00:00:59.729000,0.006969387350000017,13
0 days 00:00:59.732000,0.01626938735000002,13
0 days 00:00:59.732000,0.00546938735000001,13
0 days 00:00:59.758000,0.016169386350000002,13
0 days 00:00:59.759000,0.03386938635,13
0 days 00:00:59.787000,0.03186938645000001,13
0 days 00:00:59.819000,0.012369387449999993,13
0 days 00:00:59.819000,-0.020030612549999997,13
0 days 00:00:59.843000,-0.06743442455000001,13
0 days 00:00:59.879000,-0.07993442355000002,13
0 days 00:00:59.880000,-0.09113442375,13
0 days 00:00:59.882000,-0.09478041429,13
0 days 00:00:59.938000,-0.09838041426000001,13
0 days 00:00:59.941000,-0.08268041426000002,13
0 days 00:00:59.943000,-0.062080414259999966,13
0 days 00:00:59.976000,-0.036380414259999994,13
0 days 00:01:00.029000,0.01991958574000002,13
0 days 00:01:00.029000,0.05841958574000002,13
0 days 00:01:00.036000,0.12351958574,13
0 days 00:01:00.053000,0.12974600654000001,13
0 days 00:01:00.057000,0.16714600554,13
0 days 00:01:00.060000,0.13684600754000004,13
0 days 00:01:00.087000,0.10994600754,13
0 days 00:01:00.150000,0.07804600754000002,13
0 days 00:01:00.154000,0.048446007340000014,13
0 days 00:01:00.156000,0.04724600734000002,13
0 days 00:01:00.211000,0.02364600734000003,13
0 days 00:01:00.211000,-0.01845399262,13
0 days 00:01:00.215000,-0.035453992619999986,13
0 days 00:01:00.245000,-0.025590957620000018,13
0 days 00:01:00.247000,-0.02059095762000002,13
0 days 00:01:00.251000,-0.016566383980000023,13
0 days 00:01:00.276000,-0.009666384010000018,13
0 days 00:01:00.308000,-0.005466383980000017,13
0 days 00:01:00.308000,0.009433616049999972,13
0 days 00:01:00.336000,0.014433616079999973,13
0 days 00:01:00.368000,-0.006866383920000031,13
0 days 00:01:00.370000,-0.008366383920000024,13
0 days 00:01:00.396000,-0.00436638386000002,13
0 days 00:01:00.401000,-0.001866383900000014,13
0 days 00:01:00.456000,-0.006525724550000018,13
0 days 00:01:00.459000,-0.009825724550000015,13
0 days 00:01:00.460000,-0.015825724550000003,13
0 days 00:01:00.462000,-0.01473421145,13
0 days 00:01:00.517000,-0.016834211450000004,13
0 days 00:01:00.518000,-0.019534211450000005,13
0 days 00:01:00.522000,-0.016034211350000004,13
0 days 00:01:00.546000,-0.01633421138000001,13
0 days 00:01:00.577000,-0.01903421138,13
0 days 00:01:00.580000,-0.02383421138,13
0 days 00:01:00.638000,-0.033534210380000005,13
0 days 00:01:00.640000,-0.03503421038000001,13
0 days 00:01:00.642000,-0.03423421038,13
0 days 00:01:00.667000,-0.029486092780000007,13
0 days 00:01:00.667000,-0.025612209380000008,13
0 days 00:01:00.730000,-0.01931220938000003,13
0 days 00:01:00.734000,-0.009812209480000016,13
0 days 00:01:00.743000,-0.004212209480000022,13
0 days 00:01:00.788000,-0.005312209480000005,13
0 days 00:01:00.791000,-0.005112209280000019,13
0 days 00:01:00.792000,0.0059877907199999796,13
0 days 00:01:00.817000,0.05738779071999999,13
0 days 00:01:00.841000,0.09919354211999998,13
0 days 00:01:00.848000,0.12579354212,13
0 days 00:01:00.850000,0.12219354251999999,13
0 days 00:01:00.875000,0.11835412256,13
0 days 00:01:00.908000,0.08665412456,13
0 days 00:01:00.910000,0.047054124560000014,13
0 days 00:01:00.937000,0.02745412556000001,13
0 days 00:01:00.968000,0.006754125959999999,13
0 days 00:01:00.968000,-0.013045874009999991,13
0 days 00:01:00.996000,-0.04494587401,13
0 days 00:01:01.028000,-0.046145874010000004,13
0 days 00:01:01.032000,-0.01994587401000001,13
0 days 00:01:01.051000,-0.019017887209999997,13
0 days 00:01:01.057000,-0.004017887209999995,13
0 days 00:01:01.117000,0.003213583189999999,13
0 days 00:01:01.122000,0.007213583189999998,13
0 days 00:01:01.122000,0.009413583149999998,13
0 days 00:01:01.127000,0.010313583250000005,13
0 days 00:01:01.179000,0.015013583249999992,13
0 days 00:01:01.179000,0.01911358325,13
0 days 00:01:01.207000,0.02051358345,13
0 days 00:01:01.211000,0.019113583349999994,13
0 days 00:01:01.236000,0.018813583350000003,13
0 days 00:01:01.263000,0.01671049699,13
0 days 00:01:01.266000,0.015926185570000008,13
0 days 00:01:01.268000,0.015826185569999998,13
0 days 00:01:01.328000,0.017426185570000016,13
0 days 00:01:01.330000,0.017826185470000002,13
0 days 00:01:01.330000,0.018126185470000004,13
0 days 00:01:01.357000,0.017326185469999998,13
0 days 00:01:01.388000,0.022926185440000007,13
0 days 00:01:01.388000,0.021426185439999995,13
0 days 00:01:01.417000,0.017926185400000003,13
0 days 00:01:01.448000,0.016126185599999995,13
0 days 00:01:01.450000,0.0125261856,13
0 days 00:01:01.475000,0.004104861999999992,13
0 days 00:01:01.477000,0.004785151919999998,13
0 days 00:01:01.540000,0.005385151859999995,13
0 days 00:01:01.541000,0.009685151659999993,13
0 days 00:01:01.541000,0.01128515166,13
0 days 00:01:01.597000,0.011985151659999997,13
0 days 00:01:01.600000,0.014385151660000007,13
0 days 00:01:01.601000,0.014385151660000001,13
0 days 00:01:01.629000,0.014585151660000002,13
0 days 00:01:01.629000,0.016185151560000003,13
0 days 00:01:01.647000,0.012212577059999999,13
0 days 00:01:01.657000,0.025516389060000005,13
0 days 00:01:01.687000,0.020616389059999997,13
0 days 00:01:01.689000,0.017916389260000002,13
0 days 00:01:01.720000,0.018216389299999997,13
0 days 00:01:01.747000,0.018416389269999996,13
0 days 00:01:01.750000,0.019116389269999996,13
0 days 00:01:01.775000,0.015916389269999998,13
0 days 00:01:01.808000,0.01711638921,13
0 days 00:01:01.808000,0.017616389210000003,13
0 days 00:01:01.859000,0.017213770510000004,13
0 days 00:01:01.871000,0.016913770510000002,13
0 days 00:01:01.876000,0.011211712409999998,13
0 days 00:01:01.876000,0.008411712410000001,13
0 days 00:01:01.929000,0.00741171241,13
0 days 00:01:01.932000,0.00981171241,13
0 days 00:01:01.932000,0.015611712410000004,13
0 days 00:01:01.986000,0.013211712610000008,13
0 days 00:01:01.989000,0.01481171258000001,13
0 days 00:01:01.994000,0.014811712580000002,13
0 days 00:01:02.017000,0.014511712540000006,13
0 days 00:01:02.048000,0.01091171254,13
