timestamp,x_window,person
0 days 00:00:38.493000,0.10179397424700001,14
0 days 00:00:38.687000,0.10343849156700001,14
0 days 00:00:38.897000,0.10373776678300001,14
0 days 00:00:39.108000,0.10195857558299998,14
0 days 00:00:39.281000,0.106613801383,14
0 days 00:00:39.497000,0.109198042733,14
0 days 00:00:39.684000,0.109997107553,14
0 days 00:00:39.909000,0.111466548813,14
0 days 00:00:40.110000,0.110543284713,14
0 days 00:00:40.283000,0.10798448151300001,14
0 days 00:00:40.493000,0.104147773283,14
0 days 00:00:40.705000,0.105769844933,14
0 days 00:00:40.876000,0.10848127837299999,14
0 days 00:00:41.088000,0.114236340773,14
0 days 00:00:41.281000,0.11392958357300001,14
0 days 00:00:41.491000,0.11372607647299998,14
0 days 00:00:41.703000,0.11717223037300001,14
0 days 00:00:41.876000,0.114061264573,14
0 days 00:00:42.087000,0.11423933332299999,14
0 days 00:00:42.298000,0.11350311630300002,14
0 days 00:00:42.471000,0.11031284240300002,14
0 days 00:00:42.683000,0.11454908310300001,14
0 days 00:00:42.894000,0.116382143753,14
0 days 00:00:43.068000,0.115102742253,14
0 days 00:00:43.278000,0.115979618623,14
0 days 00:00:43.491000,0.11523741612300002,14
0 days 00:00:43.701000,0.119873189173,14
0 days 00:00:43.875000,0.12398822332299998,14
0 days 00:00:44.086000,0.122680390623,14
0 days 00:00:44.297000,0.12060790987299998,14
0 days 00:00:44.470000,0.11957989957299997,14
0 days 00:00:44.700000,0.11967716387299998,14
0 days 00:00:44.874000,0.11901127647299997,14
0 days 00:00:45.085000,0.12108824639299998,14
0 days 00:00:45.296000,0.12063035529299998,14
0 days 00:00:45.468000,0.121582050403,14
0 days 00:00:45.679000,0.12282104979299997,14
0 days 00:00:45.892000,0.12276867669299998,14
0 days 00:00:46.065000,0.132147962093,14
0 days 00:00:46.301000,0.12272079329300001,14
0 days 00:00:46.468000,0.123175691593,14
0 days 00:00:46.679000,0.132691147093,14
0 days 00:00:46.891000,0.13731794179299997,14
0 days 00:00:47.064000,0.13107655719300002,14
0 days 00:00:47.275000,0.12792069999300001,14
0 days 00:00:47.487000,0.12032359899300003,14
0 days 00:00:47.661000,0.122713311593,14
0 days 00:00:47.870000,0.12436082169300003,14
0 days 00:00:48.082000,0.12391939089300001,14
0 days 00:00:48.293000,0.12319813764300001,14
0 days 00:00:48.466000,0.12432790154300001,14
0 days 00:00:48.678000,0.12155960584299999,14
0 days 00:00:48.889000,0.119110038343,14
0 days 00:00:49.063000,0.12210129400299997,14
0 days 00:00:49.274000,0.120607910703,14
0 days 00:00:49.486000,0.12349292378000001,14
0 days 00:00:49.658000,0.13022212718000004,14
0 days 00:00:49.869000,0.13286622358,14
0 days 00:00:50.081000,0.12628366527999998,14
0 days 00:00:50.292000,0.11994202338000001,14
0 days 00:00:50.464000,0.11369465314,14
0 days 00:00:50.685000,0.10989834717000001,14
0 days 00:00:50.869000,0.11335048667,14
0 days 00:00:51.079000,0.13059771767,14
0 days 00:00:51.290000,0.13865270997,14
0 days 00:00:51.463000,0.14396783752,14
0 days 00:00:51.675000,0.13766360521999998,14
0 days 00:00:51.886000,0.13341090442000003,14
0 days 00:00:52.058000,0.13647398615000003,14
0 days 00:00:52.259000,0.13754389495,14
0 days 00:00:52.451000,0.14199262098,14
0 days 00:00:52.651000,0.12725780558,14
0 days 00:00:52.773000,0.11995319938000001,14
0 days 00:00:52.775000,0.12689540192999998,14
0 days 00:00:52.826000,0.12067840293,14
0 days 00:00:52.827000,0.11586561293000001,14
0 days 00:00:52.831000,0.12213676103000001,14
0 days 00:00:52.856000,0.12654515483,14
0 days 00:00:52.874000,0.13004218569,14
0 days 00:00:52.888000,0.12889687359,14
0 days 00:00:52.916000,0.12847999269000002,14
0 days 00:00:52.918000,0.12412090859000001,14
0 days 00:00:52.947000,0.11910313895000002,14
0 days 00:00:53.010000,0.11453189735000001,14
0 days 00:00:53.011000,0.11032598185000002,14
0 days 00:00:53.023000,0.10482051074000001,14
0 days 00:00:53.030000,0.10191623201000001,14
0 days 00:00:53.066000,0.09915691451000001,14
0 days 00:00:53.067000,0.09431239721,14
0 days 00:00:53.070000,0.09529659197,14
0 days 00:00:53.096000,0.09248389617,14
0 days 00:00:53.097000,0.09085948667,14
0 days 00:00:53.126000,0.09212593527000001,14
0 days 00:00:53.156000,0.09412109507000001,14
0 days 00:00:53.158000,0.09372189007000001,14
0 days 00:00:53.219000,0.10318225911000002,14
0 days 00:00:53.225000,0.10092273121000002,14
0 days 00:00:53.226000,0.11595922771,14
0 days 00:00:53.248000,0.12092193470999998,14
0 days 00:00:53.258000,0.12208162624999998,14
0 days 00:00:53.309000,0.11825066994999998,14
0 days 00:00:53.310000,0.11719659012999997,14
0 days 00:00:53.310000,0.11189132940999999,14
0 days 00:00:53.314000,0.10598934191000002,14
0 days 00:00:53.341000,0.09686537641,14
0 days 00:00:53.398000,0.09024816800999998,14
0 days 00:00:53.403000,0.08884564289000002,14
0 days 00:00:53.404000,0.08584767689000002,14
0 days 00:00:53.438000,0.08374138739,14
0 days 00:00:53.450000,0.08359324619000001,14
0 days 00:00:53.487000,0.07725335842,14
0 days 00:00:53.489000,0.07035305441999998,14
0 days 00:00:53.491000,0.06154615731999999,14
0 days 00:00:53.506000,0.05355681891999998,14
0 days 00:00:53.530000,0.04532153751999999,14
0 days 00:00:53.546000,0.03494487151999999,14
0 days 00:00:53.577000,0.028750038619999987,14
0 days 00:00:53.578000,0.03166243041999999,14
0 days 00:00:53.638000,0.03805272736999999,14
0 days 00:00:53.641000,0.036872390639999995,14
0 days 00:00:53.641000,0.031973583039999996,14
0 days 00:00:53.649000,0.03511297994,14
0 days 00:00:53.697000,0.03160442248999999,14
0 days 00:00:53.700000,0.03861604278999999,14
0 days 00:00:53.701000,0.03575284428999999,14
0 days 00:00:53.762000,0.04537019278999999,14
0 days 00:00:53.763000,0.04825363904,14
0 days 00:00:53.763000,0.05168625529,14
0 days 00:00:53.786000,0.050024342689999994,14
0 days 00:00:53.846000,0.042294111139999986,14
0 days 00:00:53.848000,0.04897332543999999,14
0 days 00:00:53.851000,0.03816373924,14
0 days 00:00:53.879000,0.03758464170999999,14
0 days 00:00:53.907000,0.026592591189999994,14
0 days 00:00:53.907000,0.018337131689999998,14
0 days 00:00:53.909000,0.02494105969,14
0 days 00:00:53.939000,0.045246435189999996,14
0 days 00:00:53.939000,0.05859221378999999,14
0 days 00:00:53.972000,0.07138791079,14
0 days 00:00:54.027000,0.09117685178999999,14
0 days 00:00:54.032000,0.10026032169,14
0 days 00:00:54.045000,0.09269167468999999,14
0 days 00:00:54.047000,0.08821601398999998,14
0 days 00:00:54.089000,0.09042419758999999,14
0 days 00:00:54.089000,0.08778812099,14
0 days 00:00:54.094000,0.09192188299,14
0 days 00:00:54.147000,0.08744524019000004,14
0 days 00:00:54.151000,0.08271802459000002,14
0 days 00:00:54.155000,0.08238585219,14
0 days 00:00:54.175000,0.07307130923999999,14
0 days 00:00:54.178000,0.05302256104,14
0 days 00:00:54.236000,0.04261652913999999,14
0 days 00:00:54.239000,0.023683702440000003,14
0 days 00:00:54.243000,0.0038624969799999987,14
0 days 00:00:54.248000,0.00666820208000001,14
0 days 00:00:54.296000,0.011515852079999993,14
0 days 00:00:54.313000,0.013640635679999999,14
0 days 00:00:54.314000,0.01604054188,14
0 days 00:00:54.356000,0.026792096680000002,14
0 days 00:00:54.358000,0.04423846028000001,14
0 days 00:00:54.360000,0.04396085912000001,14
0 days 00:00:54.418000,0.04458774709000001,14
0 days 00:00:54.419000,0.03853750109,14
0 days 00:00:54.421000,0.028575892090000003,14
0 days 00:00:54.458000,0.01624128869000001,14
0 days 00:00:54.479000,0.015889640360000006,14
0 days 00:00:54.490000,0.008178512360000008,14
0 days 00:00:54.492000,0.006951928360000002,14
0 days 00:00:54.545000,-0.001277788769999997,14
0 days 00:00:54.545000,-0.006666051769999997,14
0 days 00:00:54.548000,-0.01264723047,14
0 days 00:00:54.575000,-0.011832874069999994,14
0 days 00:00:54.654000,-0.010549685070000005,14
0 days 00:00:54.710000,-0.01954968507000001,14
0 days 00:00:54.716000,-0.02434968503000001,14
0 days 00:00:54.719000,-0.030149685030000005,14
0 days 00:00:54.727000,-0.029349685030000017,14
0 days 00:00:54.727000,-0.022349684930000006,14
0 days 00:00:54.729000,-0.013639467490000006,14
0 days 00:00:54.735000,-0.006739467490000011,14
0 days 00:00:54.754000,-0.0007394676900000097,14
0 days 00:00:54.758000,-3.9467590000007434e-05,14
0 days 00:00:54.865000,-9.291645000000265e-05,14
0 days 00:00:54.982000,-0.002092916450000014,14
0 days 00:00:54.983000,0.004407083349999991,14
0 days 00:00:54.986000,0.008607083449999995,14
0 days 00:00:54.994000,0.011707083449999997,14
0 days 00:00:54.997000,0.012731633449999993,14
0 days 00:00:55.004000,0.01443163355,14
0 days 00:00:55.009000,0.008631633490000006,14
0 days 00:00:55.017000,0.011131633489999997,14
0 days 00:00:55.018000,0.013231633390000004,14
0 days 00:00:55.026000,0.010131633589999996,14
0 days 00:00:55.026000,0.0002316340900000069,14
0 days 00:00:55.029000,-0.005368365910000001,14
0 days 00:00:55.031000,-0.013568365569999996,14
0 days 00:00:55.041000,-0.02876836557,14
0 days 00:00:55.057000,-0.04168748976999999,14
0 days 00:00:55.057000,-0.060187489369999986,14
0 days 00:00:55.083000,-0.05373055717,14
0 days 00:00:55.083000,-0.04063055747,14
0 days 00:00:55.104000,-0.03563055756999999,14
0 days 00:00:55.135000,-0.023730557569999994,14
0 days 00:00:55.138000,-0.015130557570000001,14
0 days 00:00:55.165000,-0.0033305575700000012,14
0 days 00:00:55.197000,0.0026694424299999932,14
0 days 00:00:55.212000,0.006669442169999997,14
0 days 00:00:55.259000,0.004469442169999989,14
0 days 00:00:55.259000,0.009069442169999995,14
0 days 00:00:55.259000,0.0023195005699999938,14
0 days 00:00:55.268000,0.012980922569999997,14
0 days 00:00:55.286000,0.012480922969999997,14
0 days 00:00:55.348000,0.020280922569999995,14
0 days 00:00:55.348000,0.02428092237,14
0 days 00:00:55.364000,0.025780921970000002,14
0 days 00:00:55.407000,0.029180921970000006,14
0 days 00:00:55.408000,0.02758092197,14
0 days 00:00:55.409000,0.022880921970000006,14
0 days 00:00:55.469000,0.01858092187,14
0 days 00:00:55.470000,0.021780921869999997,14
0 days 00:00:55.474000,0.028680921669999998,14
0 days 00:00:55.480000,0.026023357870000006,14
0 days 00:00:55.534000,0.02662335787,14
0 days 00:00:55.577000,0.017123357869999994,14
0 days 00:00:55.578000,0.02412335777,14
0 days 00:00:55.578000,0.01042335797,14
0 days 00:00:55.617000,0.008323357869999997,14
0 days 00:00:55.617000,0.003423357869999994,14
0 days 00:00:55.620000,0.0020233578699999926,14
0 days 00:00:55.623000,0.006623357869999997,14
0 days 00:00:55.647000,-0.0017766421300000027,14
0 days 00:00:55.654000,0.006619289569999991,14
0 days 00:00:55.676000,0.0008928223999999907,14
0 days 00:00:55.680000,0.006792822399999985,14
0 days 00:00:55.737000,0.013392822399999994,14
0 days 00:00:55.737000,0.01299282239999999,14
0 days 00:00:55.741000,-0.008007175600000005,14
0 days 00:00:55.798000,-0.031107174600000023,14
0 days 00:00:55.799000,-0.05320717460000001,14
0 days 00:00:55.820000,-0.0630071747,14
0 days 00:00:55.856000,-0.0694071747,14
0 days 00:00:55.857000,-0.07690717450000001,14
0 days 00:00:55.865000,-0.07310637930000001,14
0 days 00:00:55.885000,-0.07180637934,14
0 days 00:00:55.888000,-0.06630637944000001,14
0 days 00:00:55.915000,-0.06440637944000001,14
0 days 00:00:55.946000,-0.06340637944,14
0 days 00:00:55.952000,-0.058206379440000004,14
0 days 00:00:56.014000,-0.060706379440000006,14
0 days 00:00:56.036000,-0.05200637944,14
0 days 00:00:56.046000,-0.03690638043999999,14
0 days 00:00:56.079000,-0.031206380839999995,14
0 days 00:00:56.084000,-0.01190638084,14
0 days 00:00:56.086000,0.005093618360000003,14
0 days 00:00:56.097000,0.005087749659999997,14
0 days 00:00:56.110000,0.004465865659999999,14
0 days 00:00:56.126000,-0.0023341341399999997,14
0 days 00:00:56.127000,-0.006434133909999997,14
0 days 00:00:56.161000,-0.01983413381,14
0 days 00:00:56.248000,-0.03709195380999999,14
0 days 00:00:56.355000,-0.038991953809999993,14
0 days 00:00:56.356000,-0.03979195380999998,14
0 days 00:00:56.366000,-0.04029195381,14
0 days 00:00:56.369000,-0.03439195380999999,14
0 days 00:00:56.373000,-0.023291954309999995,14
0 days 00:00:56.380000,-0.025291229529999994,14
0 days 00:00:56.393000,-0.01669123053,14
0 days 00:00:56.393000,-0.016591230530000004,14
0 days 00:00:56.408000,-0.01779123053,14
0 days 00:00:56.414000,-0.030591230530000003,14
0 days 00:00:56.425000,-0.04749123053,14
0 days 00:00:56.430000,-0.04379123049999999,14
0 days 00:00:56.433000,-0.0550744195,14
0 days 00:00:56.439000,-0.053174419460000004,14
0 days 00:00:56.459000,-0.0506744195,14
0 days 00:00:56.461000,-0.05412906060000001,14
0 days 00:00:56.486000,-0.04762906060000001,14
0 days 00:00:56.486000,-0.0438290606,14
0 days 00:00:56.515000,-0.044329060600000005,14
0 days 00:00:56.546000,-0.042829060599999996,14
0 days 00:00:56.547000,-0.0421290604,14
0 days 00:00:56.606000,-0.04512906036999999,14
0 days 00:00:56.609000,-0.04877561156999999,14
0 days 00:00:56.610000,-0.043175611569999994,14
0 days 00:00:56.669000,-0.03727561136999999,14
0 days 00:00:56.671000,-0.02737561146999999,14
0 days 00:00:56.671000,-0.019575611869999995,14
0 days 00:00:56.671000,-0.015299997869999995,14
0 days 00:00:56.728000,0.0017000020300000052,14
0 days 00:00:56.731000,0.03240000103000001,14
0 days 00:00:56.735000,0.05210000103,14
0 days 00:00:56.789000,0.05370000103000001,14
0 days 00:00:56.791000,0.05770000083,14
0 days 00:00:56.792000,0.07660000053,14
0 days 00:00:56.817000,0.08390000053000002,14
0 days 00:00:56.847000,0.07320000089,14
0 days 00:00:56.847000,0.06390000089,14
0 days 00:00:56.877000,0.04361912608999999,14
0 days 00:00:56.883000,0.056468085729999985,14
0 days 00:00:56.909000,0.029768085729999977,14
0 days 00:00:56.914000,-0.0070319139700000125,14
0 days 00:00:56.938000,-0.03243191397000001,14
0 days 00:00:56.999000,-0.050931913970000006,14
0 days 00:00:57.001000,-0.05093191397,14
0 days 00:00:57.004000,-0.04373191497000001,14
0 days 00:00:57.056000,-0.04521561837,14
0 days 00:00:57.059000,-0.03951561816999999,14
0 days 00:00:57.059000,-0.03761561816999999,14
0 days 00:00:57.060000,-0.04961561816999999,14
0 days 00:00:57.116000,-0.030115618169999997,14
0 days 00:00:57.120000,-0.022377041169999997,14
0 days 00:00:57.120000,0.00022295743000000368,14
0 days 00:00:57.179000,-0.0004770425699999995,14
0 days 00:00:57.179000,-0.0016770425699999994,14
0 days 00:00:57.183000,0.006422957429999998,14
0 days 00:00:57.238000,0.06852295743,14
0 days 00:00:57.243000,0.08442295742999999,14
0 days 00:00:57.244000,0.07372295742999999,14
0 days 00:00:57.267000,0.07568035773,14
0 days 00:00:57.297000,0.05568035773,14
0 days 00:00:57.299000,0.037480357929999986,14
0 days 00:00:57.301000,0.02884238733,14
0 days 00:00:57.325000,-0.013057612670000003,14
0 days 00:00:57.328000,0.021442387330000007,14
0 days 00:00:57.358000,0.024842387330000004,14
0 days 00:00:57.417000,0.036942387130000004,14
0 days 00:00:57.421000,0.027542387230000003,14
0 days 00:00:57.426000,0.028242387230000006,14
0 days 00:00:57.477000,-0.017057612769999998,14
0 days 00:00:57.478000,-0.022457612769999996,14
0 days 00:00:57.479000,-0.034057612769999995,14
0 days 00:00:57.479000,-0.030428900769999993,14
0 days 00:00:57.538000,-0.031828900369999996,14
0 days 00:00:57.539000,-0.029428900269999992,14
0 days 00:00:57.540000,0.006571099729999998,14
0 days 00:00:57.598000,0.0008710997300000145,14
0 days 00:00:57.599000,0.003371099730000003,14
0 days 00:00:57.600000,0.017471099730000016,14
0 days 00:00:57.652000,0.013460648430000015,14
0 days 00:00:57.657000,0.026360647530000014,14
0 days 00:00:57.659000,0.03216064753000001,14
0 days 00:00:57.660000,0.039960647330000015,14
0 days 00:00:57.721000,0.03497811263000003,14
0 days 00:00:57.722000,0.025278112670000023,14
0 days 00:00:57.722000,0.006678112770000026,14
0 days 00:00:57.781000,-0.0029218867299999705,14
0 days 00:00:57.782000,-0.008521886729999976,14
0 days 00:00:57.783000,-0.016221886529999976,14
0 days 00:00:57.838000,-0.03162188652999998,14
0 days 00:00:57.840000,-0.027921886529999974,14
0 days 00:00:57.841000,-0.02582188652999999,14
0 days 00:00:57.862000,-0.008932360529999983,14
0 days 00:00:57.896000,0.007367639470000005,14
0 days 00:00:57.898000,0.011167639270000015,14
0 days 00:00:57.900000,0.006067639269999989,14
0 days 00:00:57.927000,-0.010310476329999983,14
0 days 00:00:57.955000,-0.01641047652999999,14
0 days 00:00:57.956000,-0.01111047655999998,14
0 days 00:00:57.986000,-0.03241047665999999,14
0 days 00:00:57.991000,-0.05525265565999998,14
0 days 00:00:58.015000,-0.058952655659999985,14
0 days 00:00:58.047000,-0.04715265565999999,14
0 days 00:00:58.055000,-0.03045265565999998,14
0 days 00:00:58.074000,-0.034247020859999984,14
0 days 00:00:58.106000,-0.02004702085999999,14
0 days 00:00:58.107000,-0.009847021259999983,14
0 days 00:00:58.110000,-0.00344702126,14
0 days 00:00:58.137000,0.0018529787400000152,14
0 days 00:00:58.202000,0.020652978240000012,14
0 days 00:00:58.204000,0.04355297824000002,14
0 days 00:00:58.207000,0.06765297824000002,14
0 days 00:00:58.247000,0.07121007451,14
0 days 00:00:58.258000,0.08711007431000001,14
0 days 00:00:58.260000,0.09061007427,14
0 days 00:00:58.262000,0.09181007427000001,14
0 days 00:00:58.287000,0.10486471536999999,14
0 days 00:00:58.319000,0.10216471486999999,14
0 days 00:00:58.319000,0.09046471487,14
0 days 00:00:58.346000,0.08426471487000001,14
0 days 00:00:58.415000,0.07356471486999998,14
0 days 00:00:58.417000,0.06516471487,14
0 days 00:00:58.427000,0.0646647149,14
0 days 00:00:58.429000,0.07516471490000001,14
0 days 00:00:58.458000,0.08098271839999999,14
0 days 00:00:58.467000,0.06858271839999999,14
0 days 00:00:58.468000,0.0415827184,14
0 days 00:00:58.499000,-0.002717281199999997,14
0 days 00:00:58.499000,-0.027192895199999997,14
0 days 00:00:58.529000,-0.034092895700000014,14
0 days 00:00:58.596000,-0.03699289470000001,14
0 days 00:00:58.598000,-0.04609289470000004,14
0 days 00:00:58.600000,-0.04719289470000001,14
0 days 00:00:58.605000,-0.056492894200000025,14
0 days 00:00:58.647000,-0.0732928942,14
0 days 00:00:58.647000,-0.08589289420000001,14
0 days 00:00:58.669000,-0.0739662868,14
0 days 00:00:58.678000,-0.0490662868,14
0 days 00:00:58.682000,-0.03946628679999998,14
0 days 00:00:58.707000,-0.04961524613999997,14
0 days 00:00:58.738000,-0.03661524613999996,14
0 days 00:00:58.740000,-0.00791524613999996,14
0 days 00:00:58.765000,0.01768475386000004,14
0 days 00:00:58.827000,0.03198475366000003,14
0 days 00:00:58.828000,0.025984753660000037,14
0 days 00:00:58.830000,0.013884754660000036,14
0 days 00:00:58.844000,0.008553166660000033,14
0 days 00:00:58.888000,0.00635316666000002,14
0 days 00:00:58.888000,0.014453166660000022,14
0 days 00:00:58.890000,0.03155316666000002,14
0 days 00:00:58.914000,0.024553166360000028,14
0 days 00:00:58.916000,0.015253167359999995,14
0 days 00:00:58.945000,0.001553168360000026,14
0 days 00:00:58.975000,-0.007446831139999982,14
0 days 00:00:58.977000,-0.03624683113999997,14
0 days 00:00:59.006000,-0.06704683113999999,14
0 days 00:00:59.037000,-0.14094683113999998,14
0 days 00:00:59.039000,-0.13654683214,14
0 days 00:00:59.054000,-0.12226806184,14
0 days 00:00:59.099000,-0.10212546303999998,14
0 days 00:00:59.105000,-0.05852546303999999,14
0 days 00:00:59.107000,-0.033625463039999984,14
0 days 00:00:59.161000,-0.012525464039999983,14
0 days 00:00:59.161000,0.04227453596,14
0 days 00:00:59.167000,0.03147453596,14
0 days 00:00:59.217000,0.011974535959999994,14
0 days 00:00:59.218000,-0.008825464039999995,14
0 days 00:00:59.220000,-0.02362546404,14
0 days 00:00:59.246000,-0.02282546404,14
0 days 00:00:59.265000,0.024017626860000005,14
0 days 00:00:59.278000,0.03661762685999999,14
0 days 00:00:59.279000,0.057517626860000004,14
0 days 00:00:59.308000,0.05529298316,14
0 days 00:00:59.337000,0.06119298276,14
0 days 00:00:59.338000,0.06379298266,14
0 days 00:00:59.366000,0.030892982459999992,14
0 days 00:00:59.398000,0.032892982259999995,14
0 days 00:00:59.400000,0.03149298216,14
0 days 00:00:59.427000,0.022292982160000006,14
0 days 00:00:59.477000,0.024562984560000004,14
0 days 00:00:59.488000,0.003562985859999993,14
0 days 00:00:59.488000,-0.007737014140000003,14
0 days 00:00:59.491000,-0.011237014140000001,14
0 days 00:00:59.548000,-0.0061370141400000034,14
0 days 00:00:59.549000,0.007162985859999995,14
0 days 00:00:59.553000,0.02196298596,14
0 days 00:00:59.581000,0.017462985460000004,14
0 days 00:00:59.581000,0.011262985460000001,14
0 days 00:00:59.606000,0.015662985260000005,14
0 days 00:00:59.636000,0.04136298426,14
0 days 00:00:59.638000,0.050262984260000004,14
0 days 00:00:59.666000,0.050730999160000005,14
0 days 00:00:59.667000,0.049341473159999996,14
0 days 00:00:59.729000,0.03544147316,14
0 days 00:00:59.732000,0.026541473159999995,14
0 days 00:00:59.732000,0.021641473159999994,14
0 days 00:00:59.758000,0.030341472789999987,14
0 days 00:00:59.759000,0.04364147278999999,14
0 days 00:00:59.787000,0.04364147279,14
0 days 00:00:59.819000,0.06844147279000001,14
0 days 00:00:59.819000,0.09864147258999997,14
0 days 00:00:59.843000,0.10651972838999998,14
0 days 00:00:59.879000,0.09371972838999998,14
0 days 00:00:59.880000,0.07441972839,14
0 days 00:00:59.882000,0.07731409359000001,14
0 days 00:00:59.938000,0.06731409319,14
0 days 00:00:59.941000,0.06611409319,14
0 days 00:00:59.943000,0.07181409268999998,14
0 days 00:00:59.976000,0.07651409269,14
0 days 00:01:00.029000,0.06981409318999998,14
0 days 00:01:00.029000,0.061314093189999995,14
0 days 00:01:00.036000,0.052514093389999995,14
0 days 00:01:00.053000,0.046250263289999996,14
0 days 00:01:00.057000,0.041650263490000006,14
0 days 00:01:00.060000,0.03735026349,14
0 days 00:01:00.087000,0.030750263489999995,14
0 days 00:01:00.150000,0.011450263789999991,14
0 days 00:01:00.154000,-0.0037497357100000086,14
0 days 00:01:00.156000,-0.012349735410000005,14
0 days 00:01:00.211000,-0.018649735410000014,14
0 days 00:01:00.211000,-0.018749735410000017,14
0 days 00:01:00.215000,-0.01964973521000002,14
0 days 00:01:00.245000,-0.020817984170000012,14
0 days 00:01:00.247000,-0.030217983970000018,14
0 days 00:01:00.251000,-0.04223598747000001,14
0 days 00:01:00.276000,-0.04373598747000001,14
0 days 00:01:00.308000,-0.021735987470000016,14
0 days 00:01:00.308000,0.012164012529999995,14
0 days 00:01:00.336000,0.03986401253,14
0 days 00:01:00.368000,0.038764013029999995,14
0 days 00:01:00.370000,0.02636401252999999,14
0 days 00:01:00.396000,0.022364012129999992,14
0 days 00:01:00.401000,0.026564012129999995,14
0 days 00:01:00.456000,0.03682349272999999,14
